n,k_cap_mean,k_cap_sd,radius,simulation_rounds,population_density,replicate,network_density,network_is_connected,network_num_components,network_largest_component_size,network_avg_shortest_path,network_diameter,network_clustering_coef,network_modularity,network_assortativity
1000,50,25.0,1.0,100000,3.1622776601683795e-05,44,0.042784784784784785,True,1,1000,2.295081081081081,4,0.1725874066320317,0.38268476502853094,0.053823342083005536
1000,50,25.0,1.0,100000,3.1622776601683795e-05,45,0.042906906906906905,True,1,1000,2.2974094094094095,4,0.1725155674368599,0.3660379805201057,0.06577926702294758
1000,50,25.0,1.0,100000,3.1622776601683795e-05,46,0.04258258258258258,True,1,1000,2.2992072072072074,4,0.1740983889712081,0.38894057066012044,0.055060433302570995
1000,50,25.0,1.0,100000,3.1622776601683795e-05,47,0.04159559559559559,True,1,1000,2.3071491491491494,4,0.1656972047986807,0.37613411067434516,0.05932007201813248
1000,50,25.0,1.0,100000,3.1622776601683795e-05,48,0.04175775775775776,True,1,1000,2.309887887887888,4,0.17024198354011708,0.3583758291492682,0.059199382208107325
1000,50,25.0,1.0,100000,3.1622776601683795e-05,49,0.04229029029029029,True,1,1000,2.2987687687687686,4,0.17090729426633713,0.3663211808069867,0.0436019062211664
1000,50,25.0,1.0,100000,0.0001,0,0.04162562562562563,True,1,1000,2.30773973973974,4,0.16822874916144895,0.38462625971512704,0.06927179526072776
1000,50,25.0,1.0,100000,0.0001,1,0.04103903903903904,True,1,1000,2.3185105105105106,4,0.16875914570271175,0.38394458261497355,0.06617854952643554
1000,50,25.0,1.0,100000,0.0001,2,0.04231031031031031,True,1,1000,2.3017817817817816,4,0.17138484350387823,0.40217786613073025,0.07363748954454992
1000,50,25.0,1.0,100000,0.0001,3,0.04248648648648649,True,1,1000,2.2962862862862865,4,0.17173728493758184,0.37064038527649434,0.07582420946237162
1000,50,25.0,1.0,100000,0.0001,4,0.04153953953953954,True,1,1000,2.3141261261261263,4,0.17456273592501245,0.3784271989556208,0.05796186828199455
1000,50,25.0,1.0,100000,0.0001,5,0.042358358358358356,True,1,1000,2.3075335335335336,4,0.1742775078854813,0.3512629660512459,0.07609155777703344
1000,50,25.0,1.0,100000,0.0001,6,0.041877877877877875,True,1,1000,2.313019019019019,4,0.17003860796444392,0.3563390228368722,0.05877993232575422
1000,50,25.0,1.0,100000,0.0001,7,0.041665665665665666,True,1,1000,2.3091051051051052,4,0.16973435708634182,0.34279325939044686,0.06152674963559789
1000,50,25.0,1.0,100000,0.0001,8,0.04208808808808809,True,1,1000,2.3095255255255256,4,0.17285386745070136,0.3858891054168493,0.05905842287328212
1000,50,25.0,1.0,100000,0.0001,9,0.04250650650650651,True,1,1000,2.2936176176176177,4,0.1673329941775007,0.3744520370621842,0.056947001005284326
1000,50,25.0,1.0,100000,0.0001,10,0.042684684684684684,True,1,1000,2.295831831831832,4,0.17401866132721586,0.36938512787533634,0.06705761711295936
1000,50,25.0,1.0,100000,0.0001,11,0.041977977977977976,True,1,1000,2.3137077077077075,4,0.17183684545653782,0.38562774218296125,0.05668590642152128
1000,50,25.0,1.0,100000,0.0001,12,0.042336336336336336,True,1,1000,2.301289289289289,4,0.1709498113146644,0.3778005420889542,0.07146523994669823
1000,50,25.0,1.0,100000,0.0001,13,0.04322922922922923,True,1,1000,2.2842862862862865,4,0.1704482596929884,0.381454493843596,0.04895157431143692
1000,50,25.0,1.0,100000,0.0001,14,0.043197197197197196,True,1,1000,2.2906666666666666,4,0.175346970058241,0.3611280677971007,0.05850254821174751
1000,50,25.0,1.0,100000,0.0001,15,0.04213013013013013,True,1,1000,2.306076076076076,4,0.17107838175177711,0.3624894054404922,0.05925233221933668
1000,50,25.0,1.0,100000,0.0001,16,0.04177577577577578,True,1,1000,2.312242242242242,4,0.1730433061977843,0.37463285888685055,0.06528302642866415
1000,50,25.0,1.0,100000,0.0001,17,0.04256456456456457,True,1,1000,2.2958658658658657,4,0.16919553917020366,0.34022704982529245,0.06748192358432349
1000,50,25.0,1.0,100000,0.0001,18,0.042176176176176174,True,1,1000,2.301209209209209,4,0.1691639370993038,0.3715116688164832,0.07391729102998289
1000,50,25.0,1.0,100000,0.0001,19,0.042684684684684684,True,1,1000,2.297251251251251,4,0.17183013682542664,0.35327617500726344,0.05953284055419411
1000,50,25.0,1.0,100000,0.0001,20,0.04236036036036036,True,1,1000,2.307025025025025,4,0.174997716076194,0.38971449820578824,0.06896690338761415
1000,50,25.0,1.0,100000,0.0001,21,0.04114914914914915,True,1,1000,2.3177257257257255,5,0.16808874110239452,0.36582273462568604,0.04357600922667597
1000,50,25.0,1.0,100000,0.0001,22,0.04241441441441442,True,1,1000,2.2988828828828827,4,0.17277583248822248,0.36302830399542574,0.05025104465586887
1000,50,25.0,1.0,100000,0.0001,23,0.04271071071071071,True,1,1000,2.2906486486486486,4,0.16535522251211068,0.3650153415801987,0.07169897178625431
1000,50,25.0,1.0,100000,0.0001,24,0.04206006006006006,True,1,1000,2.3007007007007005,4,0.16686038060163377,0.36228654725607,0.063559522116737
1000,50,25.0,1.0,100000,0.0001,25,0.043111111111111114,True,1,1000,2.2914574574574575,4,0.17366174135969095,0.38795441356854676,0.04824379121945351
1000,50,25.0,1.0,100000,0.0001,26,0.04207607607607607,True,1,1000,2.308042042042042,4,0.17199452886759647,0.3914893457295424,0.07404365488539659
1000,50,25.0,1.0,100000,0.0001,27,0.042544544544544545,True,1,1000,2.3033273273273274,4,0.17194906382428024,0.3702558234070575,0.059937109158518166
1000,50,25.0,1.0,100000,0.0001,28,0.04284884884884885,True,1,1000,2.2914314314314312,4,0.1697011821000425,0.37702727815581993,0.0578887964214334
1000,50,25.0,1.0,100000,0.0001,29,0.04347147147147147,True,1,1000,2.2815955955955958,4,0.17036368987456088,0.3818220530982079,0.0653868708567107
1000,50,25.0,1.0,100000,0.0001,30,0.04268268268268268,True,1,1000,2.290656656656657,4,0.16889867887182886,0.35888486420628746,0.06961310218228363
1000,50,25.0,1.0,100000,0.0001,31,0.04186186186186186,True,1,1000,2.3076156156156156,4,0.17457568073801566,0.3756001123898487,0.04667194714208151
1000,50,25.0,1.0,100000,0.0001,32,0.041185185185185186,True,1,1000,2.315815815815816,4,0.1683287883352086,0.39274680530942974,0.049371811825752454
1000,50,25.0,1.0,100000,0.0001,33,0.04243043043043043,True,1,1000,2.300094094094094,4,0.169815942631613,0.38701977438120927,0.06997352556577607
1000,50,25.0,1.0,100000,0.0001,34,0.041995995995995995,True,1,1000,2.3143963963963965,4,0.1744044734975055,0.38065648593681156,0.07356609629287032
1000,50,25.0,1.0,100000,0.0001,35,0.043541541541541544,True,1,1000,2.2908408408408407,4,0.17485902439389014,0.37056801762599806,0.06935333674686794
1000,50,25.0,1.0,100000,0.0001,36,0.04212412412412413,True,1,1000,2.306964964964965,4,0.1716259487588098,0.3818790743655748,0.07115263604462121
1000,50,25.0,1.0,100000,0.0001,37,0.04291891891891892,True,1,1000,2.293403403403403,4,0.1697077940491283,0.37339032948834916,0.0787143941671181
1000,50,25.0,1.0,100000,0.0001,38,0.04232432432432433,True,1,1000,2.3048728728728727,4,0.17255712625471195,0.39094002358664615,0.05606111194517241
1000,50,25.0,1.0,100000,0.0001,39,0.04223023023023023,True,1,1000,2.302002002002002,4,0.1712290678648618,0.38351984101217407,0.043075644661742185
1000,50,25.0,1.0,100000,0.0001,40,0.04261061061061061,True,1,1000,2.2925925925925927,4,0.16775009630263907,0.3764219275757062,0.06564398749541904
1000,50,25.0,1.0,100000,0.0001,41,0.04133133133133133,True,1,1000,2.320884884884885,4,0.1712041511910343,0.3997277366565464,0.06994717646796404
1000,50,25.0,1.0,100000,0.0001,42,0.04253853853853854,True,1,1000,2.29827027027027,4,0.1720550504480864,0.36841184560991996,0.0556646800868649
1000,50,25.0,1.0,100000,0.0001,43,0.04105105105105105,True,1,1000,2.31380980980981,4,0.16555977644522504,0.3757186122344477,0.051289852589906926
1000,50,25.0,1.0,100000,0.0001,44,0.041665665665665666,True,1,1000,2.3153333333333332,4,0.16911572223292398,0.37739579136454526,0.07673959766923011
1000,50,25.0,1.0,100000,0.0001,45,0.04178978978978979,True,1,1000,2.3073793793793795,4,0.17083443267639345,0.37096084218253855,0.05601162967165128
1000,50,25.0,1.0,100000,0.0001,46,0.041827827827827825,True,1,1000,2.31193993993994,4,0.17419066395262855,0.36199972500984723,0.0708430834434758
1000,50,25.0,1.0,100000,0.0001,47,0.042408408408408406,True,1,1000,2.3007127127127127,4,0.17255855322855226,0.3739424620801349,0.0554227303357597
1000,50,25.0,1.0,100000,0.0001,48,0.04191991991991992,True,1,1000,2.316014014014014,4,0.17226004180989749,0.38186641115752756,0.06786808708785541
1000,50,25.0,1.0,100000,0.0001,49,0.041307307307307306,True,1,1000,2.3207507507507508,4,0.17347632417674078,0.3434959088868711,0.09086299010196025
1000,50,25.0,1.0,100000,0.00031622776601683794,0,0.04318118118118118,True,1,1000,2.2894294294294295,4,0.17058530978029363,0.3717933564161028,0.055330603431666535
1000,50,25.0,1.0,100000,0.00031622776601683794,1,0.042824824824824824,True,1,1000,2.29419019019019,4,0.1706449720824482,0.36283672770053127,0.05992391926063706
1000,50,25.0,1.0,100000,0.00031622776601683794,2,0.04325725725725726,True,1,1000,2.2855395395395397,4,0.1669625976044859,0.37375943572621756,0.07541110059117134
1000,50,25.0,1.0,100000,0.00031622776601683794,3,0.043243243243243246,True,1,1000,2.286910910910911,4,0.1701875341388812,0.37057828360768175,0.04907150279499529
1000,50,25.0,1.0,100000,0.00031622776601683794,4,0.04325125125125125,True,1,1000,2.284874874874875,4,0.17119780234753018,0.3657369819481474,0.04541865043002086
1000,50,25.0,1.0,100000,0.00031622776601683794,5,0.04301301301301301,True,1,1000,2.2854494494494495,4,0.16892663087289994,0.3661167732665937,0.056648449418480636
1000,50,25.0,1.0,100000,0.00031622776601683794,6,0.04262862862862863,True,1,1000,2.295851851851852,4,0.1731611991297396,0.39472092384263396,0.06263337006812145
1000,50,25.0,1.0,100000,0.00031622776601683794,7,0.042802802802802804,True,1,1000,2.28996996996997,4,0.16743569879833217,0.37540233587775573,0.07664698351395699
1000,50,25.0,1.0,100000,0.00031622776601683794,8,0.04249049049049049,True,1,1000,2.295757757757758,4,0.16700243219772426,0.402639176428224,0.05996716733329929
1000,50,25.0,1.0,100000,0.00031622776601683794,9,0.042150150150150154,True,1,1000,2.3024624624624623,4,0.16819199519003658,0.3839236229069448,0.06956385862546813
1000,50,25.0,1.0,100000,0.00031622776601683794,10,0.041597597597597596,True,1,1000,2.308728728728729,4,0.16623522352494266,0.3768260257835629,0.07713573750317874
1000,50,25.0,1.0,100000,0.00031622776601683794,11,0.04125525525525525,True,1,1000,2.319995995995996,4,0.1685350834019147,0.40050834260788737,0.07132892181120086
1000,50,25.0,1.0,100000,0.00031622776601683794,12,0.04244644644644645,True,1,1000,2.299895895895896,4,0.16884531521015123,0.38432145003504636,0.06849115368123466
1000,50,25.0,1.0,100000,0.00031622776601683794,13,0.04235635635635636,True,1,1000,2.29378978978979,4,0.16592374555344877,0.38387020599760585,0.042766745162094666
1000,50,25.0,1.0,100000,0.00031622776601683794,14,0.04278678678678679,True,1,1000,2.2914854854854854,4,0.1695871387603835,0.3853067736418505,0.05421807780975859
1000,50,25.0,1.0,100000,0.00031622776601683794,15,0.043365365365365366,True,1,1000,2.281827827827828,4,0.16987935273971014,0.3526801343603261,0.0664209197267583
1000,50,25.0,1.0,100000,0.00031622776601683794,16,0.0432012012012012,True,1,1000,2.279837837837838,4,0.16687572667605172,0.36671906359608053,0.06431695745657737
1000,50,25.0,1.0,100000,0.00031622776601683794,17,0.04310710710710711,True,1,1000,2.2877097097097097,4,0.16996842357588932,0.3519333732798113,0.05764073447005746
1000,50,25.0,1.0,100000,0.00031622776601683794,18,0.041905905905905906,True,1,1000,2.3112272272272274,4,0.168258864803736,0.3825427738876112,0.049658129388172996
1000,50,25.0,1.0,100000,0.00031622776601683794,19,0.041945945945945945,True,1,1000,2.3043943943943943,4,0.1686889064582055,0.3711457852224929,0.06627487788434482
1000,50,25.0,1.0,100000,0.00031622776601683794,20,0.0433993993993994,True,1,1000,2.2843503503503504,4,0.17039223891051228,0.37425881133980876,0.050318825698466685
1000,50,25.0,1.0,100000,0.00031622776601683794,21,0.0423023023023023,True,1,1000,2.2996656656656658,4,0.1689279511611047,0.3699345374867099,0.06154470347568286
1000,50,25.0,1.0,100000,0.00031622776601683794,22,0.041905905905905906,True,1,1000,2.3071711711711713,4,0.1706126263998768,0.37888638102855254,0.07409210310569286
1000,50,25.0,1.0,100000,0.00031622776601683794,23,0.041841841841841844,True,1,1000,2.3094754754754754,4,0.16825205486635236,0.3617469803804858,0.07717986536445788
